1717718409,0
1717719433,0
1717719914,0
1717720342,0
1717720832,0
1717721442,0
1717722064,0
1717722912,0
1717723769,0
1717724643,0
1717724943,0
1717725986,0
1717726514,0
1717726936,0
1717727568,0
1717727990,0
1717728813,0
1717729478,0
1717729935,0
1717730814,0
1717730921,0
1717731680,0
1717732528,0
1717733593,0
1717733945,0
1717734881,0
1717735455,0
1717735748,0
1717736768,0
1717737032,0
1717737682,0
1717738332,0
1717738950,0
1717739789,0
1717739969,0
1717740805,0
1717741559,0
1717742048,0
1717742818,0
1717743260,0
1717743860,0
1717745078,0
1717745794,0
1717745978,0
1717747027,0
1717747131,0
1717748188,0
1717748578,0
1717748983,0
1717750298,0
1717751158,0
1717752653,0
1717753221,0
1717754234,0
1717754788,0
1717755011,0
1717755703,0
1717757030,0
1717757442,0
1717758292,0
1717758953,0
1717759466,0
1717760332,0
1717761815,0
1717762529,0
1717762959,0
1717763459,0
1717764741,0
1717765312,0
1717766071,0
1717766808,0
1717767155,0
1717768019,0
1717768617,0
1717768769,0
1717769628,0
1717770236,0
1717770719,0
1717771222,0
1717771914,0
1717772382,0
1717772965,0
1717773999,0
1717774509,0
1717774899,0
1717775656,0
1717776343,0
1717776816,0
1717777534,0
1717777971,0
1717778827,0
1717779091,0
1717779714,0
1717780200,0
1717781717,1
1717782231,1
1717782918,1
1717783147,1
1717784177,1
1717784747,0
1717785254,0
1717785924,0
1717786133,0
1717787052,0
1717787311,0
1717787943,0
1717788884,0
1717789263,1
1717790201,1
1717790590,1
1717790920,1
1717791760,1
1717792472,1
1717792899,1
1717793336,1
1717794046,1
1717794904,1
1717795611,1
1717795849,1
1717796688,1
1717796942,1
1717797710,1
1717798249,1
1717799028,1
1717799459,1
1717800424,1
1717801027,1
1717801510,1
1717801947,1
1717802327,1
1717802928,1
1717803984,1
1717804255,1
1717804708,1
1717805731,1
1717806101,1
1717806577,1
1717807215,1
1717807917,1
1717808484,1
1717809419,1
1717809613,1
1717810143,1
1717810974,1
1717811446,1
1717812418,1
1717812627,1
1717813205,1
1717814062,1
1717814566,1
1717815035,1
1717815763,1
1717816139,1
1717817378,1
1717817961,1
1717818625,1
1717819335,1
1717819877,1
1717820749,1
1717821311,1
1717821638,1
1717822357,1
1717822897,1
1717823694,1
1717824088,1
1717824661,1
1717825153,1
1717825780,1
1717826415,1
1717827284,1
1717827514,1
1717828534,1
1717828870,1
1717830349,1
1717830624,1
1717831268,1
1717831864,1
1717832550,1
1717834197,1
1717835226,1
1717835815,1
1717835905,1
1717836956,1
1717837369,1
1717837766,1
1717838496,1
1717839234,1
1717840547,1
1717840746,1
1717841802,1
1717842159,1
1717842564,1
1717843251,1
1717844028,1
1717844568,1
1717845034,1
1717845657,1
1717846569,1
1717847094,1
1717847519,1
1717848146,1
1717848953,1
1717849561,1
1717849865,1
1717850501,1
1717851047,1
1717851848,1
1717852382,1
1717852960,1
1717853593,1
1717854118,1
1717854844,1
1717855545,1
1717856213,1
1717856798,1
1717857389,1
1717858011,1
1717858404,0
1717859035,0
1717859748,0
1717860316,0
1717860614,0
1717861393,0
1717861920,0
1717862348,0
1717862999,0
1717863941,0
1717864303,0
1717864947,0
1717865742,0
1717866171,0
1717866882,0
1717867596,0
1717868175,0
1717868789,0
1717869160,0
1717869986,0
1717870344,0
1717870900,0
1717871474,0
1717872359,0
1717872691,0
1717873209,0
1717873856,0
1717874564,0
1717875015,0
1717875673,0
1717876126,0
1717877085,0
1717877591,0
1717878304,0
1717879004,0
1717879528,0
1717880077,0
1717880541,0
1717881863,0
1717882416,0
1717883049,0
1717883692,0
1717884308,0
1717885025,0
1717885618,0
1717886103,0
1717886443,0
1717887276,0
1717887802,0
1717888577,0
1717889097,0
1717889344,0
1717889929,0
1717890617,0
1717892126,0
1717892828,0
1717893208,0
1717893968,0
1717894310,0
1717895165,0
1717895791,0
1717895945,0
1717896843,0
1717897428,0
1717898095,0
1717898327,0
1717898964,0
1717899620,0
1717900559,0
1717900823,0
1717901738,0
1717902200,0
1717902836,0
1717903110,0
1717903860,0
1717904424,0
1717905180,0
1717905864,0
1717906380,0
1717906928,0
1717907391,0
1717908358,0
1717908743,0
1717909621,0
1717909753,0
1717910737,0
1717911067,0
1717911991,0
1717912449,0
1717913155,0
1717913818,0
1717914086,0
1717914690,0
1717915425,0
1717916108,0
1717916624,0
1717916981,0
1717917845,0
1717918636,0
1717918800,0
1717919464,0
1717920313,0
1717920732,0
1717921249,0
1717921804,0
1717922621,0
1717923306,0
1717923771,0
1717924459,0
1717924772,0
1717925763,0
1717926253,0
1717926549,0
1717927114,0
1717928079,0
1717928379,0
1717929360,0
1717930001,0
1717930151,0
1717930918,0
1717931518,0
1717932333,0
1717932577,0
1717933581,0
1717933832,0
1717934810,0
1717935114,0
1717935865,0
1717936122,0
1717936891,0
1717937544,0
1717938076,0
1717938903,0
1717939481,0
1717940041,0
1717940732,0
1717940944,0
1717941555,0
1717942374,0
1717943118,0
1717943567,0
1717944126,0
1717944844,0
1717945575,0
1717946193,0
1717946407,0
1717947305,0
1717947591,0
1717948583,0
1717949145,0
1717949635,0
1717950407,0
1717950888,0
1717951548,0
1717951854,0
1717952356,0
1717953409,0
1717953623,0
1717954224,0
1717955056,0
1717955597,0
1717956171,0
1717956978,0
1717957481,0
1717957860,0
1717958744,0
1717959047,0
1717959729,0
1717960595,0
1717961089,0
1717961697,0
1717962155,0
1717962989,0
1717963429,0
1717963944,0
1717964382,0
1717965139,0
1717966026,0
1717966452,0
1717966797,0
1717967644,0
1717968142,0
1717968965,0
1717969145,0
1717970076,0
1717970492,0
1717971090,0
1717971758,0
1717972565,0
1717973066,0
1717973739,0
1717974183,0
1717974973,0
1717975519,0
1717975785,0
1717976401,0
1717976928,0
1717977925,0
1717978625,0
1717978759,0
1717979448,0
1717980118,0
1717980591,0
1717981590,0
1717981809,0
1717982561,0
1717982986,0
1717983869,0
1717984129,0
1717985222,0
1717985638,0
1717985950,0
1717986993,0
1717987393,0
1717988236,0
1717988483,0
1717989401,0
1717989994,0
1717990580,0
1717990735,0
1717991382,0
1717992100,0
1717992685,0
1717993133,0
1717994021,0
1717994556,0
1717994915,0
1717995746,0
1717996530,0
1717997162,0
1717997806,0
1717998326,0
1717998989,0
1717999487,0
1718000234,0
1718000739,0
1718001060,0
1718002000,0
1718002119,0
1718002787,0
1718003805,0
1718004328,0
1718004589,0
1718005567,0
1718006076,0
1718006457,0
1718007300,0
1718007867,0
1718009525,0
1718010868,0
1718011599,0
1718012195,0
1718012462,0
1718013093,0
1718014028,0
1718014370,0
1718014975,0
1718015612,0
1718016364,0
1718016860,0
1718017501,0
1718017884,0
1718018545,0
1718019319,0
1718019962,0
1718020227,0
1718020916,0
1718021313,0
1718022261,0
1718022940,0
